"Albion Street North","Albion Street South","Briggate","Briggate at McDonalds","Commercial Street at Barratts","Commercial Street at Lush","Dortmund Square","Headrow"
208,247,389,41,168,133,388,269
173,200,348,39,137,99,262,272
228,295,538,43,120,94,282,248
249,276,617,48,193,131,264,196
149,240,510,331,185,128,175,188
132,189,556,364,144,52,239,217
170,193,533,327,101,35,220,151
154,164,521,281,88,46,303,124
63,55,303,145,26,16,61,66
18,14,88,14,9,8,47,27
35,29,123,8,43,24,31,24
27,23,67,81,28,31,60,40
64,57,78,94,43,59,66,31
153,164,185,234,136,166,119,89
508,542,554,572,442,621,337,341
1176,1424,1429,1176,1077,1754,878,754
1802,2259,2442,1658,1846,2766,1402,1349
2122,2271,2491,1446,2013,2930,1417,1170
2048,2500,2579,1610,2237,3000,1441,1337
1745,2283,2658,1678,2027,2650,1658,1309
1406,1611,2012,1452,1405,1949,1412,1135
574,491,1009,834,267,589,721,465
225,203,381,450,165,151,271,218
119,151,226,44,111,66,192,190
114,148,230,24,88,54,120,166
66,66,177,11,64,44,99,112
48,53,156,10,56,28,121,94
12,19,147,3,44,42,50,36
21,13,157,66,42,48,29,20
9,16,92,44,4,2,30,6
1,2,94,30,3,1,24,12
0,9,98,37,12,18,8,5
91,25,109,33,63,51,14,17
23,40,130,3,33,12,19,12
90,79,195,14,160,120,78,41
248,290,178,100,218,260,191,91
511,906,364,443,558,797,544,260
705,914,492,623,693,1041,658,341
850,1222,675,690,1041,1524,862,598
1106,1480,905,986,1387,2044,1115,771
1826,2973,1620,1404,2285,3624,1876,962
2256,2987,1637,1483,2329,3482,1684,811
1759,2138,1525,1382,1761,2402,1666,757
1407,1760,1148,1381,1651,2158,1747,675
1848,2222,1318,1373,1531,2131,1899,637
1194,1909,1228,1138,1247,1774,1557,584
443,553,508,627,407,110,753,184
207,204,325,68,114,151,444,141
121,133,232,29,156,99,255,58
88,88,209,12,101,79,184,45
96,90,207,31,175,178,125,144
54,47,194,13,959,369,92,55
73,39,117,54,309,105,71,15
12,9,101,67,9,18,48,34
11,8,165,81,5,3,47,18
22,9,153,66,19,23,52,19
47,13,65,31,6,1,18,9
128,109,131,5,137,122,27,20
76,149,61,16,159,199,109,31
365,347,181,200,170,203,241,77
920,1000,435,527,564,777,623,267
1004,1055,518,554,779,1012,692,300
1115,1463,778,853,1025,1500,992,464
1538,1935,1082,1302,1564,2218,1337,735
2729,3800,2210,1942,2500,3888,2250,1362
2840,3845,2312,1974,2621,4288,2289,1478
1969,2315,1977,1840,2048,2876,1851,1152
1841,2026,1887,1778,1845,2590,1953,1114
2018,2192,1890,1855,1799,2465,2081,1217
1737,2084,1578,1572,1347,2184,1824,901
687,753,585,890,526,536,843,383
209,59,455,106,304,166,502,230
133,31,382,55,242,154,300,179
104,11,310,45,150,86,240,101
95,6,316,23,169,94,194,153
103,24,244,16,99,91,116,107
20,16,170,83,33,28,89,51
10,9,213,77,68,55,58,32
15,9,193,100,36,19,68,43
26,4,232,90,47,19,44,49
6,0,84,27,4,3,26,14
268,75,133,6,94,98,23,16
95,158,142,17,101,142,101,46
352,318,313,167,217,258,276,115
982,1005,561,402,623,859,658,297
862,983,741,356,793,1035,535,287
970,1141,880,709,919,1281,755,448
1393,1681,1178,947,1249,1915,1064,678
2212,3200,1991,1470,2351,3345,1678,1288
2540,3737,2099,1670,2543,3877,1867,1512
2004,2697,1815,1510,1915,2918,1897,1304
1770,2350,1823,1391,1830,2496,1794,1078
1870,2614,1765,1625,1649,2432,2085,1254
1820,2101,1345,1306,1266,1959,1817,1116
744,840,580,734,570,564,841,460
280,121,451,56,217,169,461,349
205,39,286,26,179,122,322,179
142,15,261,24,154,114,298,154
103,57,303,20,116,80,223,104
80,6,241,31,95,109,91,59
16,22,174,59,75,60,44,17
9,6,178,62,29,20,29,20
7,9,131,37,34,18,33,15
24,5,79,36,7,1,33,5
49,3,34,11,2,0,6,15
89,40,116,3,119,74,35,11
99,155,46,16,116,116,88,37
450,380,202,216,177,243,250,102
963,981,494,532,567,824,675,287
921,1032,543,497,864,1109,547,273
1161,1533,589,944,1102,1672,879,548
1504,1947,1036,1336,1527,2272,1328,820
2939,3453,2131,1905,2489,3915,2336,1373
2890,3951,2412,2062,2685,4676,2316,1449
2042,2421,2233,1698,1960,2857,1896,1170
1957,2275,1938,1839,1953,2707,1805,1178
2131,2416,2091,1828,1798,2735,2024,1264
2099,2422,2152,1847,1546,2498,1936,1108
1017,1166,1256,1351,859,951,1011,652
323,366,773,230,346,222,618,423
233,260,624,90,241,156,439,274
162,214,415,67,203,124,360,161
142,143,311,31,121,77,236,142
121,95,465,36,134,108,173,103
61,64,384,179,113,47,131,59
87,74,203,170,52,50,90,50
46,51,344,202,50,25,95,57
89,81,401,168,69,40,83,59
87,18,126,52,28,44,25,21
66,80,179,13,83,82,38,15
81,196,147,17,233,161,70,27
437,512,331,312,292,388,264,105
1017,1146,664,610,738,1120,645,339
1034,1229,790,751,1012,1361,791,397
1420,1717,1005,1131,1337,2139,1224,733
1995,2272,1470,1496,1821,2902,1847,1072
3184,3914,2685,2018,2974,4863,2299,1553
3406,4332,2829,2216,3300,5283,2351,1646
2397,2949,2546,2035,2753,3924,2237,1436
2496,2803,2583,2045,2615,3499,2193,1543
2411,2896,2610,2117,2545,3431,2422,1574
1934,2337,2072,1756,1604,2568,2044,1316
861,912,911,1135,645,716,1046,596
320,423,518,130,337,225,599,378
224,303,461,92,220,144,488,279
147,194,457,77,209,107,403,269
213,292,582,85,266,136,403,278
199,221,552,50,238,169,250,158
194,193,541,223,144,82,181,146
130,141,353,227,101,87,143,90
103,108,379,192,52,21,112,62
97,58,379,174,55,38,72,33
21,19,212,96,47,29,41,25
56,48,118,11,39,30,54,17
47,47,156,16,60,51,51,20
107,117,119,102,133,138,78,36
311,280,287,319,260,373,39,121
433,350,385,628,671,1078,668,353
2078,1158,108,1064,1225,2222,1607,744
5033,4392,2165,1197,2175,3573,1639,1212
6516,6696,8644,719,3024,4537,2333,1882
3331,3801,13310,539,3928,6983,3246,2455
4389,6400,12199,1450,4550,6050,2804,2867
4042,6328,7223,2264,4845,6754,4120,2759
3320,4542,5406,2266,3997,5467,3397,2565
1929,2552,3238,1840,2114,3167,2311,1465
801,891,1174,1157,695,769,1098,721
345,423,584,123,406,205,645,401
224,347,358,58,250,139,401,277
175,241,437,63,179,82,347,249
233,301,597,80,173,81,353,251
269,302,788,81,236,172,274,241
228,227,682,321,239,108,165,158
231,265,516,276,150,57,219,113
261,259,511,286,153,50,156,88
148,180,472,269,102,38,150,129
47,57,406,126,53,20,61,22
81,36,207,9,23,30,31,14
14,40,98,8,29,25,26,11
38,35,85,50,34,37,40,23
81,64,127,151,48,76,41,37
133,150,191,356,93,129,99,93
486,419,366,728,389,550,366,219
1101,1359,1081,1240,996,1731,761,558
2583,2814,3173,1237,1218,2519,1206,944
1712,2144,3466,1789,2161,3166,1657,1172
1906,2357,4437,1676,2331,3284,1801,1361
1749,2262,2249,1571,2129,3262,1805,1355
1287,1367,1550,1481,1336,2101,1494,936
479,378,687,763,423,600,804,414
229,300,268,473,194,151,348,274
122,123,205,62,158,67,227,213
83,102,184,23,97,40,173,123
83,178,160,22,110,67,116,110
88,85,141,20,58,28,128,145
31,46,132,16,67,56,59,52
47,37,75,63,44,38,27,22
17,9,56,50,5,3,28,13
17,13,44,29,1,0,18,14
13,29,119,25,36,27,12,5
132,29,111,23,61,43,5,6
187,123,48,3,24,15,39,15
95,192,195,14,174,155,70,35
367,380,165,162,274,297,256,74
969,985,541,455,581,753,637,283
871,929,547,546,717,856,563,352
1117,1167,621,841,930,1439,921,458
1616,1555,1024,1142,1362,2187,1285,723
2940,3560,2077,1358,2432,4145,2091,1317
2749,3833,2705,1208,2816,5042,2328,1474
1765,2068,2226,1233,1908,2844,1798,1156
1602,1781,1562,1437,1726,2499,1818,1170
2012,2159,1761,1550,1779,2433,1980,1165
1820,1961,1483,1314,1252,1906,1668,901
705,806,626,723,557,491,870,461
299,405,324,89,211,165,467,258
232,184,198,33,168,99,250,77
89,84,133,22,98,78,196,30
69,65,290,27,96,74,226,59
55,51,198,22,94,93,83,32
11,3,130,36,16,16,32,11
10,5,63,38,25,39,35,3
0,8,74,54,5,1,19,8
19,15,114,40,25,21,33,6
99,21,53,10,0,0,9,2
81,38,87,2,128,126,39,8
163,197,116,19,144,161,133,33
325,352,207,218,210,250,229,63
825,560,357,473,625,660,198,200
468,333,308,339,695,886,581,277
1442,829,137,671,866,1388,1486,531
2101,2010,874,1278,1316,2129,1265,669
3996,4364,3049,1538,2217,3728,2110,1272
2735,2636,4895,1310,2317,4679,2292,1446
1660,1971,3027,1037,1502,2391,1609,1105
1443,1793,1321,1184,1330,2053,1783,801
1799,2148,1390,1424,1544,2246,2073,884
1647,1853,1402,1411,1145,1926,1801,818
769,700,591,870,506,1503,914,293
217,10,469,60,251,898,478,341
176,91,220,25,155,556,257,144
127,39,227,31,130,210,260,167
118,55,289,40,138,120,212,156
54,31,415,27,65,20,138,88
91,64,225,94,20,32,76,46
23,36,122,78,32,28,70,12
89,52,209,97,42,22,85,59
78,82,180,81,65,31,66,34
31,25,89,33,6,14,27,9
84,64,52,3,86,68,20,17
171,195,193,31,133,123,74,36
404,412,215,241,207,297,239,106
980,882,579,578,562,803,141,318
688,721,532,622,687,1001,434,329
1255,1142,597,1024,929,1433,934,527
2514,2058,933,1495,1365,1998,1439,807
5913,5724,6878,909,2271,3522,1910,1486
2648,2662,7608,851,2446,4562,2275,1603
2191,2474,4742,999,1947,3042,1622,1335
1797,2164,1990,1380,1820,2465,1997,1279
1969,2312,1798,1702,1793,2495,2236,1184
1754,1852,1615,1527,1267,2046,1911,983
845,876,643,904,604,776,873,429
392,307,595,136,282,264,535,262
212,136,522,18,221,149,346,187
146,96,496,38,215,132,252,196
115,119,410,49,110,69,190,128
46,31,555,21,83,94,100,82
20,19,173,48,63,61,26,20
17,15,61,33,18,29,42,23
3,6,100,48,11,20,33,15
121,16,97,33,47,8,24,10
7,9,33,8,0,5,11,5
96,124,68,16,56,48,23,15
261,238,101,15,160,140,78,36
385,394,261,280,225,282,225,80
841,700,488,533,573,742,84,235
627,493,562,580,716,984,574,267
1669,794,645,912,1011,1526,1537,487
3147,2274,1311,1212,1370,2114,1414,744
5831,5959,5381,917,2553,3455,2234,1484
2886,4103,3480,1916,3089,4318,2716,1630
2047,2480,3332,1698,2225,2565,2132,1257
1796,1961,2099,1744,1779,2289,1990,1190
2111,2345,2217,1865,1941,2414,2285,1319
1928,2132,2009,1688,1498,2137,1905,1088
866,965,1139,1246,726,915,955,493
365,311,623,164,354,250,569,278
227,137,402,59,254,158,324,189
160,152,418,40,177,106,256,157
117,184,463,60,135,87,251,166
95,142,456,33,121,111,157,151
43,51,504,158,115,57,110,92
45,27,425,130,61,36,113,44
25,30,266,153,38,20,94,42
116,78,352,139,54,35,111,53
19,10,122,70,3,34,33,16
43,66,86,9,83,64,33,32
112,246,149,22,162,131,80,40
301,446,221,209,240,338,216,76
1011,1026,500,489,599,766,631,253
963,1076,747,577,862,1205,751,335
1471,1581,784,864,1172,1885,1095,557
2143,2197,1313,1546,1648,2524,1466,795
2984,3938,2598,2099,2741,4238,2157,1349
3281,4387,3245,2281,3172,5140,2312,1643
2629,3113,2876,1997,2653,3723,2137,1469
2609,2804,2857,1873,2586,3005,2222,1509
2616,2899,2749,2075,2281,3172,2827,1578
2103,2320,2002,1720,1515,2548,2013,1249
843,907,872,1096,607,949,1124,458
378,463,479,129,339,326,678,378
259,326,461,80,248,243,486,296
194,237,437,43,180,202,387,277
170,275,578,28,266,192,395,293
123,217,595,49,210,176,247,222
143,149,592,222,171,130,158,112
151,151,402,264,104,88,127,112
87,80,302,220,71,91,104,92
72,102,345,184,36,40,96,89
30,37,167,76,21,16,33,24
59,32,73,6,13,31,29,23
63,55,190,7,73,64,55,25
118,119,158,132,87,146,83,33
361,336,338,325,243,474,259,100
568,611,566,612,651,1409,620,293
1769,1064,186,1175,1466,2826,1611,582
4386,3598,2145,1679,2465,4383,1930,1220
5631,6160,7793,1300,3478,5328,2727,1786
3640,3934,14084,540,3779,7751,3265,2689
4388,5973,12385,1537,4684,7482,3073,2835
4099,5630,6005,2001,4467,7226,4004,2735
3398,4308,4681,2307,3607,5950,3624,2324
2070,2350,2998,1928,2028,3371,2636,1459
724,896,1206,1165,666,932,1234,642
337,448,663,144,313,280,610,418
232,325,513,77,290,193,444,275
184,251,432,71,156,144,338,250
223,313,568,86,188,147,332,252
121,213,670,71,204,206,252,289
271,225,653,314,182,148,172,187
155,122,455,299,236,75,222,121
224,231,398,257,74,53,166,77
186,165,441,245,84,42,141,98
97,105,308,165,36,24,62,50
8,14,131,10,12,15,19,16
27,30,227,5,31,24,29,12
47,69,78,65,29,37,49,21
76,107,170,114,52,69,69,31
153,148,186,223,90,167,117,71
500,489,488,621,488,640,313,199
1232,1196,1094,1075,1039,1901,735,443
1700,2182,2105,1589,1827,2886,1202,776
2132,2431,2894,1844,2242,3238,1589,1113
2056,2603,2874,1816,2496,3416,1653,1157
1997,2267,2872,1687,2253,3216,1585,1143
1345,1551,2060,1429,1582,2200,1466,897
550,448,733,820,487,635,731,499
222,243,305,430,182,165,320,209
148,156,215,62,126,78,195,195
114,121,208,31,147,52,184,144
86,82,182,23,61,62,127,107
69,81,162,20,51,41,115,90
51,49,104,10,88,44,80,64
46,26,157,49,59,48,32,12
36,23,83,51,4,8,35,9
9,4,83,36,9,1,26,6
12,3,91,24,16,25,9,0
11,28,109,9,23,57,7,2
22,30,111,2,25,50,65,18
142,134,141,22,149,164,84,92
347,465,352,239,266,403,221,154
926,911,517,472,613,1072,565,253
836,958,721,508,617,1392,607,317
1372,1491,1103,1025,1141,2171,870,503
2028,2451,1656,1538,1912,3062,1422,898
5421,6150,6142,1577,2929,5537,2437,1474
3377,3611,9793,957,3330,6097,2685,1807
2648,3207,5692,1814,2793,3736,2577,1744
2563,3002,2995,2010,2676,3146,2400,1497
2293,2659,2564,1857,2182,3311,2403,1424
1788,2049,1942,1533,1453,2622,1943,1050
738,798,702,887,554,629,843,293
278,275,384,56,91,246,472,261
178,166,203,31,143,151,345,136
122,112,176,19,104,110,198,55
92,122,196,20,91,144,166,108
33,75,173,10,104,274,99,64
48,32,158,82,26,84,66,50
3,4,137,50,9,26,38,17
5,8,121,27,10,2,26,8
16,16,102,51,2,25,32,13
62,11,48,8,3,0,10,9
34,51,39,5,59,155,61,15
101,134,122,12,222,275,90,29
286,389,204,219,258,367,189,51
987,1002,352,468,601,953,521,174
862,963,497,484,578,1314,527,228
1252,1643,768,993,1064,1992,1004,483
1938,2668,1657,1583,2000,2909,1481,914
3754,5454,3476,2154,3239,5148,2629,1592
3418,4744,6218,1847,3607,5833,3105,2001
2723,3433,3876,2107,3194,3461,2739,1816
2485,3069,2803,1878,2850,3116,2391,1758
2562,3084,2602,1967,2670,3042,2550,1594
2081,2461,1809,1722,1524,2593,2060,1206
764,947,704,985,763,738,928,468
327,341,386,79,306,129,527,301
171,165,294,18,173,104,304,126
125,115,190,18,88,62,244,139
117,112,280,18,97,66,182,123
71,77,218,14,109,65,120,77
60,51,220,81,62,43,71,34
40,58,138,99,75,41,69,21
18,20,168,73,65,28,70,37
51,43,171,80,50,46,53,25
16,30,149,28,58,13,17,12
75,65,78,5,84,98,47,19
91,125,173,17,130,165,85,35
358,391,250,220,192,367,203,90
832,675,426,447,469,1021,448,236
519,373,521,442,628,1292,562,283
995,491,98,849,977,1804,1462,464
3466,2327,1275,1524,1606,2528,1473,869
6310,6941,7004,938,2803,4507,2347,1511
3174,2744,10564,640,3056,5699,2767,1958
2910,3442,6256,1630,2914,3757,2849,1856
2584,3130,3252,1871,2997,3184,2685,1662
2438,2800,2757,1977,2525,3158,2644,1606
2053,2320,2029,1744,1690,2568,2096,1249
873,1037,869,968,761,917,963,544
341,276,432,96,289,292,637,282
200,187,353,23,168,184,395,142
206,237,293,17,221,166,273,94
150,124,352,34,97,92,231,92
75,85,234,20,105,120,154,48
48,39,212,92,112,79,51,29
12,14,130,84,25,24,45,27
38,26,170,93,255,19,31,17
47,21,79,69,35,11,26,14
55,8,41,16,20,1,6,11
46,41,61,3,59,74,36,18
82,166,87,20,148,167,68,23
284,333,178,226,197,353,212,65
1007,746,493,404,603,947,572,187
942,883,583,527,702,1265,620,212
1274,1487,1120,718,1196,2016,1087,346
2074,2567,1691,1160,2095,2750,1438,695
2957,4514,2767,1728,3612,4446,2274,1194
3511,5453,3297,1999,3497,5491,2718,1449
2932,3941,2909,2030,2959,3127,2855,1356
2822,3821,2943,2046,3118,3003,3048,1398
2614,3047,2486,1673,2278,3091,2581,1128
2157,2012,2039,1203,1884,2746,1887,753
1052,1008,1190,814,761,1116,941,316
440,477,509,108,304,295,596,161
277,265,340,38,204,188,348,83
182,205,234,25,150,139,253,67
145,130,286,25,109,95,224,72
69,64,361,15,98,146,116,95
110,65,451,202,114,59,136,59
82,70,293,174,50,40,125,41
37,40,353,213,21,23,137,44
311,108,298,188,56,39,138,45
74,13,191,76,105,55,27,15
87,67,83,6,57,90,36,19
304,323,210,13,149,184,78,32
304,494,226,228,224,443,204,83
800,697,391,476,545,1032,477,267
601,494,544,597,850,1559,482,334
1126,829,211,1208,1240,2455,1590,578
3621,2738,1632,1780,1996,3359,1737,841
6948,7606,8001,874,3137,5764,2539,1318
3977,4063,10695,919,3778,6797,3098,1522
3512,4482,8442,1882,3329,4908,2889,1350
3090,4262,3293,2280,3430,4025,3001,1373
3082,4024,3302,2604,3198,4169,3505,1418
2256,2614,2586,2214,2075,3368,2732,1171
909,1168,1200,1128,816,1233,1229,563
422,466,623,157,432,424,726,430
255,282,634,88,294,319,470,391
197,241,427,79,244,258,357,314
219,326,769,69,218,244,336,333
147,221,869,62,256,241,215,198
97,128,667,289,214,94,180,124
104,91,589,249,90,68,135,113
90,71,475,261,82,52,136,81
108,93,346,194,42,30,90,53
62,61,241,82,63,14,48,37
39,34,92,8,25,20,61,71
88,63,154,11,87,46,91,24
86,97,104,141,96,103,83,32
339,324,354,344,251,343,211,95
752,893,753,700,748,1022,526,290
1786,1932,1459,1298,1724,2033,1054,591
3588,3440,1861,1888,2724,3162,1687,974
4080,5579,5941,1973,4557,3979,2704,1526
4188,5909,5322,2018,4923,5775,3647,2196
4657,6781,6783,2198,5575,5474,3932,2211
4587,7060,6469,2193,5540,5577,3639,2184
3737,5375,5135,1918,4344,4466,3509,2067
1944,2300,2319,1555,1779,2494,2322,1093
630,622,870,867,491,657,882,422
269,286,531,105,267,193,582,310
160,183,364,48,213,128,360,306
205,229,406,28,186,90,323,205
100,172,696,41,137,89,283,154
108,204,989,81,215,140,393,203
303,292,1075,424,465,150,280,183
530,545,1490,911,353,71,726,358
254,241,754,431,159,53,301,143
128,119,439,348,49,48,153,78
40,38,377,57,20,23,76,36
5,13,128,12,19,19,22,22
28,25,51,164,31,27,22,16
31,38,71,89,29,40,70,14
102,62,130,153,72,79,83,53
170,177,192,341,174,179,163,108
853,547,448,833,617,702,521,339
1302,1619,1447,1217,1283,2091,911,634
1670,2043,2676,1754,1790,3173,1426,929
1919,2343,3849,1796,2232,3625,1657,1119
1935,2346,2841,1854,2508,3768,1858,1219
1772,2167,2246,1888,2119,3545,1873,1224
1254,1329,1495,1371,1222,2428,1494,827
366,353,689,789,398,709,704,404
185,200,365,131,175,181,307,220
141,199,297,83,148,82,219,261
102,134,232,53,107,56,186,132
66,84,199,44,55,67,119,77
94,94,234,32,73,38,103,99
46,86,236,162,46,55,94,68
61,23,175,72,114,44,81,13
11,12,133,48,15,4,151,9
8,14,74,36,4,0,39,12
11,17,103,60,21,23,12,3
19,26,57,83,22,50,7,10
13,42,146,1,40,25,45,9
161,104,187,102,93,146,90,19
403,388,231,268,262,320,242,71
967,896,493,615,613,874,657,244
825,732,276,846,726,1096,670,295
1368,1533,827,1151,1235,1711,1214,552
2127,2457,1517,1575,1934,2431,1711,940
3718,4842,2727,2078,3459,4436,2684,1494
3878,4947,2974,2138,3404,4875,3204,1730
2470,2949,2286,1958,2503,2995,2265,1232
2323,2452,2095,1916,2294,2602,2524,1080
2092,2433,1679,1839,1906,2626,2517,943
1621,1922,1226,1444,1049,2100,1688,555
631,639,544,208,439,410,733,317
320,277,274,76,72,187,393,216
157,117,267,72,78,116,307,126
129,119,291,44,224,89,242,107
72,100,205,197,71,132,189,110
55,164,398,272,189,245,253,123
148,83,380,206,139,68,161,65
54,66,315,202,56,27,166,44
45,29,418,221,65,2,194,43
64,30,362,191,29,23,153,26
230,106,151,37,6,0,43,10
88,86,70,2,90,134,42,9
88,148,161,126,161,211,85,28
457,397,141,283,230,273,200,76
1000,904,483,648,574,796,637,254
990,999,590,702,761,1070,707,334
1949,1462,502,1154,1102,1626,1080,497
2707,2506,1562,1485,1572,2418,1517,814
2790,2919,6113,1185,2488,4256,2223,1473
3268,4000,4263,1703,2738,4935,2449,1738
2060,2213,1768,1663,2036,2910,2060,1266
1695,1780,1780,1684,1749,2587,1998,1253
1872,2049,1634,1720,1668,2585,2041,1090
1683,1871,1399,1521,1164,2235,1614,874
666,706,644,314,478,593,801,433
307,260,337,133,224,98,470,338
153,142,251,71,152,86,282,167
109,96,197,61,87,49,300,159
129,165,272,55,94,53,199,151
34,56,142,114,56,52,79,48
36,46,215,74,29,27,42,20
23,20,105,52,29,33,29,9
14,9,79,50,12,18,27,7
43,65,93,29,18,26,12,9
1,3,125,6,2,8,11,8
65,77,63,8,58,71,36,4
145,173,160,104,60,116,72,24
463,466,337,196,180,250,265,85
1050,961,679,625,609,729,622,225
941,824,713,646,707,904,672,313
1259,1286,952,998,1111,1228,896,414
3051,2845,1994,1362,1367,1752,1347,712
3068,3384,2700,2043,2567,3094,2024,1225
3337,4028,3193,2024,2933,3846,2446,1396
2142,2255,2183,1863,1982,2644,2032,1074
1948,2096,2109,1806,1843,2216,2164,1102
1821,2039,1790,1836,1605,2200,2058,947
1746,1791,1565,1642,1095,1788,1581,676
781,828,678,218,537,614,743,324
306,248,394,36,208,197,526,226
181,153,243,10,101,124,402,143
152,147,208,19,129,112,231,105
126,69,229,15,39,66,145,95
50,53,121,128,29,88,95,35
38,26,147,68,26,55,37,20
38,18,67,40,64,19,26,11
21,25,66,45,1,15,32,13
30,20,56,36,15,4,24,7
57,28,43,2,23,1,7,5
130,57,66,5,54,53,67,6
86,115,103,108,123,117,71,21
